popularity,budget,revenue,original_title,Star,Co Star,director,runtime,genres,vote_count,vote_average,release_year,budget_adj,revenue_adj
0.382463,10000000,32101000,The Lawnmower Man,Jeff Fahey,Pierce Brosnan,Brett Leonard,108,Horror,82,5.2,1992,15540242.55,49885732.6
0.397495,6000000,25792310,Candyman,Virginia Madsen,Tony Todd,Bernard Rose,99,Drama,111,6,1992,9324145.528,40081875.32
0.367997,23000000,57138719,Unlawful Entry,Kurt Russell,Ray Liotta,Jonathan Kaplan,117,Crime,25,5.6,1992,35742557.86,88794955.2
0.437073,24000000,22518097,Captain Ron,Kurt Russell,Martin Short,Thom Eberhardt,100,Action,29,5.8,1992,37296582.11,34993668.91
0.354374,40000000,14358033,Memoirs of an Invisible Man,Chevy Chase,Daryl Hannah,John Carpenter,99,Action,58,5.3,1992,62160970.18,22312731.53
0.346362,10000000,14356479,Rapid Fire,Brandon Lee,Powers Boothe,Dwight H. Little,95,Action,18,6.2,1992,15540242.55,22310316.58
0.309976,60000000,137783840,Far and Away,Tom Cruise,Nicole Kidman,Ron Howard,140,Adventure,153,6.2,1992,93241455.28,214119429.3
0.303912,35000000,4651977,Radio Flyer,Elijah Wood,Lorraine Bracco,Richard Donner,114,Drama,26,6.3,1992,54390848.91,7229285.09
0.296309,5000000,20146880,Juice,Omar Epps,Tupac Shakur,Ernest R. Dickerson,96,Action,55,7.1,1992,7770121.273,31308740.17
0.294331,10000000,8359717,Seong lung wui,Jackie Chan,Maggie Cheung,Ringo Lam|Tsui Hark,89,Action,40,6.3,1992,15540242.55,12991202.98
0.278857,16000000,48017402,Single White Female,Bridget Fonda,Jennifer Jason Leigh,Barbet Schroeder,107,Thriller,60,6,1992,24864388.07,74620207.35
0.220131,20000000,11390479,Jennifer Eight,Andy Garc?a,Lance Henriksen,Bruce Robinson,124,Crime,34,5.6,1992,31080485.09,17701080.64
0.089502,17000000,4836637,Diggstown,James Woods,"Louis Gossett, Jr.",Michael Ritchie,98,Action,11,6.3,1992,26418412.33,7516251.209
0.47175,12000000,37170057,Raising Cain,John Lithgow,Lolita Davidovich,Brian De Palma,91,Drama,16,5.5,1992,18648291.06,57763170.12
0.063684,3000000,33946224,Strictly Ballroom,Paul Mercurio,Tara Morice,Baz Luhrmann,94,Comedy,33,6.3,1992,4662072.764,52753255.45
4.5783,18000000,389925971,Raiders of the Lost Ark,Harrison Ford,Karen Allen,Steven Spielberg,115,Adventure,2506,7.5,1981,43167434.49,935116878.2
1.94717,2800000,26279000,Private Lessons,Sylvia Kristel,Howard Hesseman,Alan Myerson,87,Romance,10,6.1,1981,6714934.254,63022056.16
1.771093,28000000,195312802,For Your Eyes Only,Roger Moore,Carole Bouquet,John Glen,127,Adventure,268,6,1981,67149342.54,468397365.8
1.278646,12000000,29800000,The Fox and the Hound,Mickey Rooney,Kurt Russell,Ted Berman|Art Stevens|Richard Rich,82,Adventure,498,6.9,1981,28778289.66,71466085.98
1.248748,2000000,24600832,Mad Max 2,Mel Gibson,Bruce Spence,George Miller,95,Adventure,501,7.1,1981,4796381.61,58997489.09
1.114068,11000000,31672907,History of the World: Part I,Mel Brooks,Dom DeLuise,Mel Brooks,92,Comedy,91,6.3,1981,26380098.85,75957674.33
1.055415,10000000,31973249,An American Werewolf in London,David Naughton,Jenny Agutter,John Landis,97,Horror,284,7,1981,23981908.05,76677951.75
1.021218,350000,29400000,The Evil Dead,Bruce Campbell,Ellen Sandweiss,Sam Raimi,85,Horror,426,7.2,1981,839366.7817,70506809.66
1.003963,6000000,50000000,Escape from New York,Kurt Russell,Lee Van Cleef,John Carpenter,99,Science Fiction,336,6.5,1981,14389144.83,119909540.2
0.6599,5500000,58972904,Chariots of Fire,Ben Cross,Ian Charleson,Hugh Hudson,123,Drama,93,6.6,1981,13190049.43,141428276.1
0.61576,1250000,21722776,Friday the 13th Part 2,Amy Steel,John Furey,Steve Miner,87,Horror,134,6.2,1981,2997738.506,52095361.66
0.564939,2500000,25533818,Halloween II,Jamie Lee Curtis,Donald Pleasence,Rick Rosenthal,92,Horror,162,6.4,1981,5995477.012,61234967.54
0.514549,7000000,95461682,Arthur,Dudley Moore,Liza Minnelli,Steve Gordon,97,Comedy,45,6.4,1981,16787335.63,228935328
0.510003,1750000,100000,Road Games,Stacy Keach,Jamie Lee Curtis,Richard Franklin,101,Thriller,12,5.8,1981,4196833.908,239819.0805
0.473893,4000000,125728258,Porky's,Dan Monahan,Mark Herrier,Bob Clark,94,Comedy,75,6,1981,9592763.219,301520352.2
0.469885,32000000,40382659,Reds,Warren Beatty,Diane Keaton,Warren Beatty,195,Drama,25,6.5,1981,76742105.76,96845321.49
0.439555,18000000,72179579,The Cannonball Run,Burt Reynolds,Roger Moore,Hal Needham,95,Comedy,64,6.3,1981,43167434.49,173100402.7
0.426376,12000000,40716963,Absence of Malice,Paul Newman,Sally Field,Sydney Pollack,116,Drama,16,6.8,1981,28778289.66,97647046.27
0.41618,5000000,42365581,Time Bandits,John Cleese,Sean Connery,Terry Gilliam,116,Family,112,6.1,1981,11990954.02,101600746.8
0.390801,4100000,14225876,Scanners,Stephen Lack,Jennifer O'Neill,David Cronenberg,103,Horror,93,6.2,1981,9832582.3,34116365.01
0.435412,10000000,85300000,Stripes,Bill Murray,Harold Ramis,Ivan Reitman,106,Action,108,6.5,1981,23981908.05,204565675.7
0.336233,16000000,17374595,Outland,Sean Connery,Peter Boyle,Peter Hyams,112,Science Fiction,62,5.7,1981,38371052.88,41667593.97
0.312053,3000000,216166,Dead & Buried,James Farentino,Melody Anderson,Gary Sherman,94,Horror,18,5.9,1981,7194572.415,518407.3135
0.308408,18000000,12000000,Blow Out,John Travolta,Nancy Allen,Brian De Palma,108,Drama,90,7.4,1981,43167434.49,28778289.66
0.29368,18000000,6000000,Dragonslayer,Peter MacNicol,Caitlin Clarke,Matthew Robbins,108,Fantasy,21,6.7,1981,43167434.49,14389144.83
0.265411,1000000,17985893,The Howling,Patrick Macnee,Dennis Dugan,Joe Dante,91,Drama,58,6.3,1981,2398190.805,43133603.21
0.251658,5000000,19905359,Nighthawks,Sylvester Stallone,Rutger Hauer,Bruce Malmuth,99,Action,42,6.6,1981,11990954.02,47736848.92
0.237765,14000000,35856053,Taps,George C. Scott,Timothy Hutton,Harold Becker,126,Drama,35,6.3,1981,33574671.27,85989656.6
0.20326,15000000,41092328,Clash of the Titans,Laurence Olivier,Claire Bloom,Desmond Davis,118,Adventure,96,6.7,1981,35972862.07,98547243.16
0.049718,8500000,29916207,Neighbors,John Belushi,Kathryn Walker,John G. Avildsen,94,Comedy,14,4.4,1981,20384621.84,71744772.54
4.480733,75000000,816969268,Independence Day,Will Smith,Bill Pullman,Roland Emmerich,145,Action,2000,6.6,1996,104266255.4,1135764352
3.293387,80000000,457696359,Mission: Impossible,Tom Cruise,Jon Voight,Brian De Palma,110,Adventure,1754,6.5,1996,111217339.1,636297139.6
2.94792,4000000,16491080,Trainspotting,Ewan McGregor,Ewen Bremner,Danny Boyle,93,Drama,1163,7.6,1996,5560866.956,22926175.46
2.775756,7000000,60611975,Fargo,William H. Macy,Frances McDormand,Joel Coen,98,Crime,1093,7.6,1996,9731517.173,84263782.23
2.055908,75000000,335062621,The Rock,Sean Connery,Nicolas Cage,Michael Bay,136,Action,930,6.8,1996,104266255.4,465809664.3
2.036325,70000000,101371017,Mars Attacks!,Jack Nicholson,Glenn Close,Tim Burton,106,Comedy,806,5.9,1996,97315171.73,140927684.7
1.920156,14500000,147298761,Romeo + Juliet,Leonardo DiCaprio,Claire Danes,Baz Luhrmann,120,Drama,754,6.6,1996,20158142.71,204777203.2
1.894423,100000000,100138851,The Hunchback of Notre Dame,Tom Hulce,Demi Moore,Gary Trousdale|Kirk Wise,91,Family,605,6.6,1996,139021673.9,139214706.9
1.617244,80000000,230000000,Space Jam,Michael Jordan,Wayne Knight,Joe Pytka,88,Animation,677,6.3,1996,111217339.1,319749850
1.585785,100000000,242295562,Eraser,Arnold Schwarzenegger,James Caan,Chuck Russell,115,Action,306,5.5,1996,139021673.9,336843346.1
1.419885,54000000,320689294,101 Dalmatians,Glenn Close,Jeff Daniels,Stephen Herek,103,Comedy,367,5.5,1996,75071703.9,445827624.5
1.392981,32000000,152036382,Phenomenon,John Travolta,Kyra Sedgwick,Jon Turteltaub,123,Drama,164,6,1996,44486935.65,211363523.2
1.353504,19000000,25836616,From Dusk Till Dawn,George Clooney,Quentin Tarantino,Robert Rodriguez,108,Horror,863,6.9,1996,26414118.04,35918496.04
1.325627,40000000,152266007,A Time to Kill,Matthew McConaughey,Sandra Bullock,Joel Schumacher,149,Crime,263,7,1996,55608669.56,211682751.7
1.323991,46000000,150000000,Star Trek: First Contact,James Cromwell,Alfre Woodard,Jonathan Frakes,111,Science Fiction,426,6.8,1996,63949969.99,208532510.8
1.303236,12000000,41205099,Happy Gilmore,Adam Sandler,Christopher McDonald,Dennis Dugan,92,Comedy,435,6.4,1996,16682600.87,57284018.36
1.294658,60000000,129832389,Jingle All the Way,Arnold Schwarzenegger,Phil Hartman,Brian Levant,89,Comedy,306,5.5,1996,83413004.34,180495160.4
1.286189,14000000,173046663,Scream,David Arquette,Neve Campbell,Wes Craven,111,Crime,779,6.9,1996,19463034.35,240572367.5
1.255866,65000000,89456761,The Long Kiss Goodnight,Geena Davis,Samuel L. Jackson,Renny Harlin,120,Action,164,6.4,1996,90364088.03,124364286.6
1.117552,50000000,273552592,Jerry Maguire,Tom Cruise,Cuba Gooding Jr.,Cameron Crowe,139,Comedy,561,6.5,1996,69510836.95,380297392.4
1.108452,36000000,33459416,Matilda,Mara Wilson,Danny DeVito,Danny DeVito,98,Comedy,451,6.8,1996,50047802.6,46515840.2
1.108366,57000000,115267375,DragonHeart,Dennis Quaid,David Thewlis,Rob Cohen,103,Fantasy,273,6.1,1996,79242354.12,160246634.2
1.10451,54000000,128769345,The Nutty Professor,Eddie Murphy,Jada Pinkett Smith,Tom Shadyac,95,Fantasy,334,5.4,1996,75071703.9,179017298.9
1.056168,80000000,159212469,Daylight,Sylvester Stallone,Amy Brenneman,Rob Cohen,115,Action,189,5.6,1996,111217339.1,221339839.5
1.049888,30000000,57400547,The Quest,Jean-Claude Van Damme,Roger Moore,Jean-Claude Van Damme,95,Action,63,5.1,1996,41706502.17,79799201.26
1.04502,50000000,60209334,Chain Reaction,Keanu Reeves,Morgan Freeman,Andrew Davis,107,Adventure,153,5.3,1996,69510836.95,83704023.97
1.044304,27000000,231976425,The English Patient,Ralph Fiennes,Juliette Binoche,Anthony Minghella,162,Drama,287,6.9,1996,37535851.95,322497509.1
1.000489,55000000,121969216,Executive Decision,Kurt Russell,Steven Seagal,Stuart Baird,133,Action,128,5.5,1996,76461920.64,169563645.7
0.975473,92000000,494471524,Twister,Helen Hunt,Bill Paxton,Jan de Bont,113,Action,546,5.9,1996,127899940,687422589.6
0.962736,80000000,309492681,Ransom,Mel Gibson,Gary Sinise,Ron Howard,117,Action,235,6.2,1996,111217339.1,430261905.7
0.938162,47000000,102825796,The Cable Guy,Jim Carrey,Matthew Broderick,Ben Stiller,96,Comedy,283,5.4,1996,65340186.73,142950142.8
0.928256,44000000,165615285,Sleepers,Robert De Niro,Brad Pitt,Barry Levinson,147,Crime,371,7.2,1996,61169536.51,230241141.4
0.923851,30000000,29359216,The Frighteners,Michael J. Fox,Jeffrey Combs,Peter Jackson,110,Horror,184,6.5,1996,41706502.17,40815673.53
0.902697,50000000,150270147,Broken Arrow,John Travolta,Christian Slater,John Woo,108,Action,244,5.5,1996,69510836.95,208908073.7
0.891372,50000000,42277365,Escape from L.A.,Kurt Russell,Stacy Keach,John Carpenter,97,Action,189,5.4,1996,69510836.95,58774700.5
0.870461,36000000,20300385,The People vs. Larry Flynt,Woody Harrelson,Courtney Love,Milo? Forman,129,Drama,122,6.5,1996,50047802.6,28221935.03
0.862047,25000000,14048372,The Arrival,Charlie Sheen,Lindsay Crouse,David Twohy,115,Action,82,5.7,1996,34755418.47,19530281.91
0.833267,4500000,7011317,Bound,Jennifer Tilly,Gina Gershon,Lana Wachowski|Lilly Wachowski,108,Romance,100,6.5,1996,6255975.325,9747250.256
0.802896,200000,4505922,Swingers,Jon Favreau,Vince Vaughn,Doug Liman,94,Comedy,129,6.9,1996,278043.3478,6264208.189
0.794822,50000000,113309743,Striptease,Demi Moore,Burt Reynolds,Andrew Bergman,115,Drama,108,4.4,1996,69510836.95,157525101.4
0.79243,55000000,18626419,The Fan,Robert De Niro,Wesley Snipes,Tony Scott,116,Drama,103,5.6,1996,76461920.64,25894759.48
0.779012,45000000,58620973,Jack,Robin Williams,Diane Lane,Francis Ford Coppola,113,Comedy,171,5.8,1996,62559753.25,81495857.92
0.759509,30000000,102616183,Primal Fear,Richard Gere,Edward Norton,Gregory Hoblit,129,Crime,317,7.3,1996,41706502.17,142658735.3
0.745574,46000000,100860818,Courage Under Fire,Denzel Washington,Meg Ryan,Edward Zwick,117,Drama,134,6.1,1996,63949969.99,140218397.5
0.693264,9000000,41590886,Set  It Off,Jada Pinkett Smith,Queen Latifah,F. Gary Gray,118,Drama,37,7,1996,12511950.65,57820345.91
0.690292,15000000,24769466,The Craft,Fairuza Balk,Neve Campbell,Andrew Fleming,101,Fantasy,184,6.2,1996,20853251.08,34434926.25
0.670801,4000000,16675000,Hellraiser: Bloodline,Bruce Ramsay,Valentina Vargas,Kevin Yagher,86,Horror,52,4.8,1996,5560866.956,23181864.12
0.642274,27000000,25023434,Kingpin,Woody Harrelson,Randy Quaid,Bobby Farrelly|Peter Farrelly,113,Comedy,126,6.4,1996,37535851.95,34787996.81
0.635964,40000000,48093211,The Preacher's Wife,Denzel Washington,Whitney Houston,Penny Marshall,124,Fantasy,33,5.5,1996,55608669.56,66859986.96
0.618796,25000000,22611954,Bulletproof,Damon Wayans,Adam Sandler,Ernest R. Dickerson,84,Action,78,5.2,1996,34755418.47,31435516.95
0.578849,15000000,5,Bordello of Blood,Dennis Miller,Erika Eleniak,Gilbert Adler,87,Horror,27,4.9,1996,20853251.08,6.9511
0.576744,55000000,141047179,Evita,Madonna,Antonio Banderas,Alan Parker,134,History,59,5.9,1996,76461920.64,196086149.2
0.566517,7000000,14702438,Flirting with Disaster,Ben Stiller,Patricia Arquette,David O. Russell,92,Comedy,28,6.2,1996,9731517.173,20439575.41
0.548582,2962051,3011195,Basquiat,Jeffrey Wright,David Bowie,Julian Schnabel,108,Drama,53,6.7,1996,4117892.882,4186213.693
0.537577,67000000,47267001,Last Man Standing,Bruce Willis,Bruce Dern,Walter Hill,101,Action,131,6,1996,93144521.51,65711375.99
0.537381,25000000,51702483,Maximum Risk,Jean-Claude Van Damme,Natasha Henstridge,Ringo Lam,100,Action,52,5.1,1996,34755418.47,71877657.31
0.529152,25000000,17193231,Fled,Laurence Fishburne,Stephen Baldwin,Kevin Hooks,98,Action,20,5.3,1996,34755418.47,23902317.53
0.519242,3500000,9482579,She's the One,Edward Burns,Michael McGlone,Edward Burns,96,Comedy,42,5.7,1996,4865758.586,13182840.05
0.491539,13000000,17917287,The Crow: City of Angels,Vincent P?rez,Mia Kirshner,Tim Pope,84,Action,69,5.7,1996,18072817.61,24908912.3
0.481121,7000000,560069,Bottle Rocket,Luke Wilson,Owen Wilson,Wes Anderson,91,Comedy,128,6.7,1996,9731517.173,778617.2988
0.478051,38000000,28921264,James and the Giant Peach,Miriam Margolyes,Joanna Lumley,Henry Selick,79,Adventure,222,6.1,1996,52828236.08,40206825.32
0.477489,6000000,22231658,Emma,Gwyneth Paltrow,Toni Collette,Douglas McGrath,121,Comedy,77,6.5,1996,8341300.434,30906823.09
0.471398,45000000,53854588,Tin Cup,Kevin Costner,Don Johnson,Ron Shelton,135,Comedy,64,5.6,1996,62559753.25,74869549.71
0.468045,26000000,116400000,The First Wives Club,Bette Midler,Goldie Hawn,Hugh Wilson,103,Comedy,80,6.4,1996,36145635.21,161821228.4
0.459939,3000000,4109095,Kama Sutra - A Tale of Love,Indira Varma,Sarita Choudhury,Mira Nair,117,Drama,20,6.1,1996,4170650.217,5712532.651
0.455716,1000000,24475416,Sling Blade,Billy Bob Thornton,Dwight Yoakam,Billy Bob Thornton,135,Drama,87,6.9,1996,1390216.739,34026133.02
0.453398,4500000,13417292,Secrets & Lies,Timothy Spall,Phyllis Logan,Mike Leigh,142,Drama,45,6.7,1996,6255975.325,18652943.93
0.442104,47000000,12379402,Mary Reilly,Julia Roberts,John Malkovich,Stephen Frears,104,Drama,26,5.4,1996,65340186.73,17210051.88
0.435293,50000000,75000000,The Ghost and the Darkness,Michael Douglas,Val Kilmer,Stephen Hopkins,109,Adventure,104,6.3,1996,69510836.95,104266255.4
0.401898,7000000,405000,Jude,Kate Winslet,Christopher Eccleston,Michael Winterbottom,123,Drama,20,6.7,1996,9731517.173,563037.7793
0.397139,5000000,13269963,Lone Star,Chris Cooper,Matthew McConaughey,John Sayles,135,Drama,27,6.6,1996,6951083.695,18448124.69
0.340804,25530000,20080020,Flipper,Elijah Wood,Paul Hogan,Alan Shapiro,95,Adventure,47,5.5,1996,35492233.35,27915579.92
0.366286,50000000,22540359,The Chamber,Chris O'Donnell,Gene Hackman,James Foley,113,Drama,26,6,1996,69510836.95,31335984.38
0.36509,38000000,10300000,White Squall,Jeff Bridges,Caroline Goodall,Ridley Scott,129,Action,41,6.2,1996,52828236.08,14319232.41
0.347219,45000000,17300889,The Phantom,Billy Zane,Kristy Swanson,Simon Wincer,100,Adventure,69,4.9,1996,62559753.25,24051985.49
0.331074,38000000,17380126,Extreme Measures,Hugh Grant,Gene Hackman,Michael Apted,118,Drama,31,5.3,1996,52828236.08,24162142.09
0.317794,28000000,16900000,Michael Collins,Liam Neeson,Aidan Quinn,Neil Jordan,132,Drama,47,6.1,1996,38926068.69,23494662.89
0.392776,3000000,222559,Hard Eight,Philip Baker Hall,Gwyneth Paltrow,Paul Thomas Anderson,96,Drama,69,6.6,1996,4170650.217,309405.2472
0.273628,5000000,42000000,Doctor Who,Paul McGann,Eric Roberts,Geoffrey Sax,89,TV Movie,35,5.6,1996,6951083.695,58389103.04
0.243962,3000000,2503829,Ridicule,Charles Berling,Jean Rochefort,Patrice Leconte,102,Comedy,18,6.6,1996,4170650.217,3480864.987
0.240968,40000000,49627779,The Island of Dr. Moreau,Marlon Brando,Val Kilmer,Richard Stanley|John Frankenheimer,96,Fantasy,68,4.6,1996,55608669.56,68993369.08
0.221598,15000000,76382,Silent Trigger,Dolph Lundgren,Gina Bellman,Russell Mulcahy,93,Drama,11,4.6,1996,20853251.08,106187.535
0.211566,3000000,153155,Citizen Ruth,Laura Dern,Swoosie Kurtz,Alexander Payne,104,Drama,10,7,1996,4170650.217,212918.6447
0.111375,13000000,4619014,Joe's Apartment,Jerry O'Connell,Megan Ward,John Payson,78,Fantasy,43,4.8,1996,18072817.61,6421430.58
0.099873,7000000,1100000,Bad Moon,Mariel Hemingway,Michael Par?,Eric Red,80,Horror,12,6,1996,9731517.173,1529238.413
0.094017,25000000,10070000,Mrs. Winterbourne,Shirley MacLaine,Ricki Lake,Richard Benjamin,105,Comedy,10,5.2,1996,34755418.47,13999482.56
4.271452,103000000,457640427,Gladiator,Russell Crowe,Joaquin Phoenix,Ridley Scott,155,Action,3531,7.7,2000,130428087.8,579506463.9
3.095625,9000000,39723096,Memento,Guy Pearce,Carrie-Anne Moss,Christopher Nolan,113,Mystery,2144,7.9,2000,11396629.03,50301043.22
2.977558,123000000,345141403,How the Grinch Stole Christmas,Jim Carrey,Taylor Momsen,Ron Howard,104,Family,733,6.1,2000,155753930.1,437049837
2.197205,90000000,429632142,Cast Away,Tom Hanks,Helen Hunt,Robert Zemeckis,143,Adventure,1854,7.3,2000,113966290.3,544039793.5
2.153361,10000000,83557872,Snatch,Jason Statham,Brad Pitt,Guy Ritchie,103,Thriller,1943,7.5,2000,12662921.14,105808674.4
1.956406,125000000,546388105,Mission: Impossible II,Tom Cruise,Dougray Scott,John Woo,123,Adventure,1269,5.8,2000,158286514.3,691886948.7
1.889388,48000000,90383208,Bedazzled,Elizabeth Hurley,Brendan Fraser,Harold Ramis,93,Fantasy,302,5.3,2000,60782021.49,114451543.6
1.815244,19000000,278019771,Scary Movie,Carmen Electra,Dave Sheridan,Keenen Ivory Wayans,88,Comedy,681,5.9,2000,24059550.17,352054243.6
1.768463,100000000,169327687,The Emperor's New Groove,David Spade,John Goodman,Mark Dindal,78,Adventure,832,6.9,2000,126629211.4,214418314.8
1.767681,70000000,374111707,What Women Want,Helen Hunt,Mel Gibson,Nancy Meyers,127,Comedy,576,6,2000,88640448,473734704.5
1.60246,127500000,354248063,Dinosaur,D. B. Sweeney,Alfre Woodard,Ralph Zondag|Eric Leighton,82,Animation,320,6.1,2000,161452244.6,448581528.7
1.562652,92000000,264105545,Charlie's Angels,Cameron Diaz,Lucy Liu,McG,98,Action,709,5.5,2000,116498874.5,334434769
1.525559,45000000,224834564,Chicken Run,Mel Gibson,Miranda Richardson,Peter Lord|Nick Park,84,Animation,663,6.3,2000,56983145.15,284706235.4
1.513108,110000000,215294342,The Patriot,Mel Gibson,Heath Ledger,Roland Emmerich,165,Drama,651,6.7,2000,139292132.6,272625527.5
1.303223,23000000,53302314,Final Destination,Devon Sawa,Ali Larter,James Wong,98,Horror,693,6.2,2000,29124718.63,67496299.89
1.240519,45000000,113916474,Coyote Ugly,Piper Perabo,Adam Garcia,David McNally,100,Comedy,328,6,2000,56983145.15,144251532.7
1.235745,25000000,91036760,Romeo Must Die,Jet Li,Aaliyah,Andrzej Bartkowiak,115,Action,193,5.8,2000,31657302.86,115279131.3
1.229505,62000000,127666415,U-571,Matthew McConaughey,Bill Paxton,Jonathan Mostow,116,Action,205,6.1,2000,78510111.09,161662974.6
1.211626,5000000,110000000,Billy Elliot,Jamie Bell,Julie Walters,Stephen Daldry,110,Drama,359,7.1,2000,6331460.572,139292132.6
1.209516,90000000,237202299,Gone In Sixty Seconds,Nicolas Cage,Angelina Jolie,Dominic Sena,118,Action,994,6,2000,113966290.3,300367400.7
1.208034,52000000,256271286,Erin Brockovich,Julia Roberts,Albert Finney,Steven Soderbergh,131,Drama,406,6.9,2000,65847189.95,324514308.6
1.207663,55000000,330444045,Meet the Parents,Ben Stiller,Robert De Niro,Jay Roach,108,Comedy,957,6.5,2000,69646066.29,418438688.4
1.161107,26000000,71000000,"O Brother, Where Art Thou?",George Clooney,John Turturro,Joel Coen,106,Action,662,7.2,2000,32923594.97,89906740.12
1.144594,23000000,53187659,Pitch Black,Vin Diesel,Radha Mitchell,David Twohy,109,Thriller,1245,6.6,2000,29124718.63,67351113.17
1.104427,26000000,28780255,Boiler Room,Giovanni Ribisi,Vin Diesel,Ben Younger,118,Crime,102,6.5,2000,32923594.97,36444209.96
1.085408,95000000,76432727,The Road to El Dorado,Kenneth Branagh,Kevin Kline,Don Michael Paul|Bibo Bergeron,89,Adventure,462,6.8,2000,120297750.9,96786159.48
1.073638,45000000,212000000,Miss Congeniality,Sandra Bullock,Benjamin Bratt,Donald Petrie,111,Comedy,563,6.1,2000,56983145.15,268453928.2
1.060212,31000000,68106245,Frequency,Dennis Quaid,Jim Caviezel,Gregory Hoblit,118,Crime,215,6.8,2000,39255055.54,86242400.98
1.050687,4500000,7390108,Requiem for a Dream,Ellen Burstyn,Jared Leto,Darren Aronofsky,102,Drama,1316,7.7,2000,5698314.515,9358035.485
1.042311,40000000,55707411,Pay It Forward,Kevin Spacey,Helen Hunt,Mimi Leder,122,Drama,230,6.8,2000,50651684.57,70541855.26
1.006654,95000000,190213455,Hollow Man,Elisabeth Shue,Kevin Bacon,Paul Verhoeven,112,Action,309,5.3,2000,120297750.9,240865798.1
1.001503,30000000,173959438,Big Momma's House,Martin Lawrence,Nia Long,Raja Gosnell,98,Crime,279,5.7,2000,37988763.43,220283464.6
0.981767,7000000,34266564,American Psycho,Christian Bale,Willem Dafoe,Mary Harron,102,Thriller,1069,7.1,2000,8864044.8,43391479.78
0.97741,12800000,40031879,Dancer in the Dark,Bj?rk,Catherine Deneuve,Lars von Trier,140,Drama,190,7.4,2000,16208539.06,50692052.7
0.976664,16000000,119754278,Road Trip,Breckin Meyer,Seann William Scott,Todd Phillips,93,Comedy,299,5.7,2000,20260673.83,151643897.9
0.972719,30000000,136706683,Remember the Titans,Denzel Washington,Will Patton,Boaz Yakin,113,Drama,535,7.3,2000,37988763.43,173110594.7
0.968941,10000000,12008642,The Gift,Cate Blanchett,Giovanni Ribisi,Sam Raimi,111,Horror,128,6.2,2000,12662921.14,15206448.67
0.923632,80000000,39459427,The Legend of Bagger Vance,Matt Damon,Bruce McGill,Robert Redford,126,Fantasy,146,6.2,2000,101303369.1,49967161.25
0.918262,48000000,207515725,Traffic,Michael Douglas,Benicio del Toro,Steven Soderbergh,148,Drama,286,6.6,2000,60782021.49,262775526.2
0.91232,13000000,73180723,"Dude, Where?? My Car?",Ashton Kutcher,Seann William Scott,Danny Leiner,83,Comedy,287,5.1,2000,16461797.49,92668172.46
0.911808,60000000,124745083,The Family Man,Nicolas Cage,T?a Leoni,Brett Ratner,125,Comedy,301,6.4,2000,75977526.86,157963714.9
0.886238,82000000,96085477,The 6th Day,Arnold Schwarzenegger,Michael Rapaport,Roger Spottiswoode,123,Action,318,5.5,2000,103835953.4,121672281.8
0.848261,15000000,35007180,The Skulls,Joshua Jackson,Paul Walker,Rob Cohen,106,Crime,88,5.9,2000,18994381.72,44329315.98
0.78353,51000000,149270999,"Me, Myself & Irene",Jim Carrey,Ren?e Zellweger,Peter Farrelly|Bobby Farrelly,116,Comedy,521,5.9,2000,64580897.83,189020688.9
0.770457,55000000,56932305,Shanghai Noon,Jackie Chan,Owen Wilson,Tom Dey,110,Adventure,411,6.1,2000,69646066.29,72092928.87
0.768576,75000000,248118121,Unbreakable,Bruce Willis,Samuel L. Jackson,M. Night Shyamalan,106,Action,948,6.7,2000,94971908.58,314190020
0.743732,65000000,128884132,Space Cowboys,Clint Eastwood,Tommy Lee Jones,Clint Eastwood,130,Action,211,6.2,2000,82308987.43,163204960
0.74231,41300000,106371651,The Whole Nine Yards,Bruce Willis,Matthew Perry,Jonathan Lynn,98,Comedy,313,6,2000,52297864.32,134697582.9
0.736562,60000000,47383689,Almost Famous,Kate Hudson,Billy Crudup,Cameron Crowe,122,Drama,454,7.3,2000,75977526.86,60001591.73
0.736173,28000000,90449929,Bring It On,Kirsten Dunst,Jesse Bradford,Peyton Reed,98,Comedy,409,5.7,2000,35456179.2,114536031.8
0.733654,25000000,152500343,Chocolat,Juliette Binoche,Alfred Molina,Lasse Hallstr?m,121,Comedy,527,6.6,2000,31657302.86,193109981.8
0.697768,30000000,47126295,High Fidelity,John Cusack,Iben Hjejle,Stephen Frears,113,Comedy,379,7,2000,37988763.43,59675655.74
0.697146,80000000,33463969,Red Planet,Val Kilmer,Carrie-Anne Moss,Antony Hoffman,106,Thriller,132,5.3,2000,101303369.1,42375160.06
0.689638,90000000,60874615,Mission to Mars,Gary Sinise,Tim Robbins,Brian De Palma,114,Science Fiction,181,5.6,2000,113966290.3,77085044.94
0.687905,33000000,104155843,The Cell,Jennifer Lopez,Vincent D'Onofrio,Tarsem Singh,107,Horror,216,5.7,2000,41787639.77,131891722.7
0.664636,46000000,107196498,Shaft,Samuel L. Jackson,Jeffrey Wright,John Singleton,99,Action,182,5.3,2000,58249437.26,135742080.1
0.66065,63600000,19412993,Get Carter,Sylvester Stallone,Miranda Richardson,Stephen T. Kay,102,Action,77,5.3,2000,80536178.47,24582519.95
0.632783,83000000,59468275,The Flintstones in Viva Rock Vegas,Mark Addy,Stephen Baldwin,Brian Levant,90,Science Fiction,55,4.4,2000,105102245.5,75304207.69
